.	代码	    名称	.	涨幅	现价	涨跌	买价	卖价	总手	总金额	现手	1分钟涨速	实体涨幅	现均差%	换手	委比%	总市值	流通市值	流通比例	4分钟涨速	当日偏离值	异动偏离值	10日内偏离值	30日内偏离值	10日异动次数	内盘	外盘	内外比	备注	利空	利好	主力净量	量比	TTM市盈率	净利润	市净率	每股盈利	细分行业	所属行业	昨收	开盘	开盘涨幅	竞价换手	最高	最低	5日涨幅	10日涨幅	20日涨幅	年初至今	振幅	买量	卖量	笔数	贡献度	机构动向	异动类型	总股本	流通股本	利润总额	净利润增长率	每股净资产	金叉个数	散户数量	自选时间	自选价格	自选收益	上市日期	
	SH603629	利通电子	--	+10.01%	29.45	+2.68	29.45	--	37482840	1076586570	61400--	+0.00%	+1.69%	+2.72	14.62%	+100.00	7654938500	7551333400	98.65%	+0.00%	--	--	--	--	--	17372020	20110820	0.864	--	无	无	2.14	5.05	40.75	215947580	4.10	0.830	消费电子零部件及组装	消费电子	26.77	28.96	+8.18%	--	29.45	27.44	+25.59%	+28.10%	+17.10%	+48.89%	7.51%	5997200	--	35048	+0.04	13.43	--	259930000	256412000	278390640亿	309.8%	7.19	0	-300.31	--	--	--	20181224	
	SH603122	合富中国	--	+10.01%	10.77	+0.98	10.77	--	25225380	271109160	63200--	+0.00%	+0.00%	+0.23	6.34%	+100.00	4287026900	4287026900	100.00%	+0.00%	--	--	--	--	--	20176900	5048480	4.00	--	无	无	0.74	0.63		-12386160	3.88	-0.030	医药流通	医药商业	9.79	10.77	+10.01%	--	10.77	10.51	+61.23%	+68.28%	+67.50%	+56.54%	2.66%	12363920	--	15467	+0.02	12.03	--	398052630	398052630	-14594536亿	-146.6%	2.78	0	94.24	--	--	--	20220216	
4	SH600089	特变电工	--	+10.01%	21.54	+1.96	21.54	--	416423300	8661769900	1747230--	+0.00%	+9.56%	+3.78	8.24%	+100.00	108837152000	108837152000	100.00%	+0.00%	--	--	--	--	--	177902660	238520640	0.746	--	无	有	1.56	1.48	20.46	5484272000	1.58	1.09	综合	综合	19.58	19.66	+0.41%	--	21.54	19.63	+10.46%	+11.78%	+33.05%	+72.46%	9.75%	23497445	--	397116	+0.51	19.76	--	5052792600	5052792600	7338849400亿	27.55%	13.62	7	-51.68	--	--	--	19970618	
	SH603360	百傲化学	--	+10.01%	32.97	+3.00	32.97	--	30879597	973149800	48000--	+0.00%	+9.50%	+4.86	4.37%	+100.00	23284194000	23284194000	100.00%	+0.00%	--	--	--	--	--	16257978	14621619	1.11	--	无	无	0.32	1.75	107.8	124996526	15.46	0.180	农药	农化制品	29.97	30.11	+0.47%	--	32.97	29.53	+13.07%	+27.30%	+32.46%	+113.20%	11.48%	950307	--	27446	+0.11	7.44	--	706223650	706223650	152912730亿	-50.83%	2.13	1	78.06	--	--	--	20170206	
	SH603929	亚翔集成	--	+10.01%	46.71	+4.25	46.71	--	4590700	210924940	3100--	+0.00%	+4.78%	+1.80	2.15%	+100.00	9966045600	9966045600	100.00%	+0.00%	--	--	--	--	--	2138800	2451900	0.872	--	无	无	0.42	2.06	15.59	442487900	5.34	2.07	专业工程	建筑装饰	42.46	44.58	+4.99%	--	46.71	43.72	+16.37%	+21.39%	+4.31%	+81.54%	7.04%	1099900	--	9260	+0.05	23.81	--	213360000	213360000	531256480亿	0.782%	8.75	3	-4.65	--	--	--	20161230	
4	SZ002912	中新赛克	--	+10.01%	32.54	+2.96	32.54	--	13201101	414481830	44400--	+0.00%	+10.12%	+3.86	8.14%	+100.00	5556270100	5278704200	95.00%	+0.00%	--	--	--	--	--	5916433	7284668	0.812	--	无	无	1.44	1.57	57.73	-10630722	3.39	-0.060	其他计算机设备	计算机设备	29.58	29.55	-0.10%	--	32.54	29.55	+6.37%	+10.61%	+16.13%	+28.16%	10.11%	4172638	0	21517	--	27.04	--	170752000	162222010	-10630722亿	77.36%	9.59	8	45.38	--	--	--	20171121	
	SH605338	巴比食品	--	+10.00%	27.60	+2.51	27.60	--	10586230	283290050	13000--	+0.00%	+10.31%	+3.35	4.42%	+100.00	6612039900	6612039900	100.00%	+0.00%	--	--	--	--	--	6225030	4361200	1.43	--	无	无	0.28	4.46	23.33	201217370	2.92	0.840	预加工食品	食品加工制造	25.09	25.02	-0.28%	--	27.60	25.02	+9.61%	+10.71%	+20.84%	+67.58%	10.28%	995900	--	17518	+0.03	9.69	--	239566660	239566660	258895390亿	3.51%	9.46	6	-110.99	--	--	--	20201012	
	SZ001266	宏英智能	--	+10.00%	33.65	+3.06	33.65	--	8527625	270937270	156100--	+0.00%	+8.65%	+6.14	14.78%	+100.00	3471662400	1941132600	55.91%	+0.00%	--	--	--	--	--	6000535	2527090	2.37	--	无	无	0.70	4.10	84.22	12201383	3.70	0.120	工控设备	自动化设备	30.59	30.97	+1.24%	--	33.65	29.75	+13.68%	+21.00%	+18.28%	+47.21%	12.75%	1604250	0	18055	--	6.75	--	103169760	57685962	12132168亿	204.8%	9.10	1	-16.38	--	--	--	20220228	
4	SZ002611	东方精工	--	+10.00%	20.90	+1.90	20.90	--	311847450	6358037800	364100--	+0.00%	+5.24%	+2.69	31.12%	+100.00	25441285000	20945932000	82.33%	+0.00%	--	--	--	--	--	152814580	159032870	0.961	--	无	无	0.91	3.17	37.36	510392920	4.66	0.430	印刷包装机械	专用设备	19.00	19.86	+4.53%	--	20.90	19.55	+17.22%	+22.87%	+15.98%	+117.26%	7.11%	5446891	0	286921	--	3.23	--	1217286340	1002197710	647188080亿	54.64%	4.48	3	164.84	--	--	--	20110830	
	SZ002492	恒基达鑫	--	+10.00%	9.35	+0.85	9.35	--	20155450	185438060	22900--	+0.00%	+8.59%	+1.76	5.07%	+100.00	3786750000	3719754700	98.23%	+0.00%	--	--	--	--	--	11051950	9103500	1.21	--	无	无	0.72	1.73	60.87	52805241	2.19	0.130	物流	物流	8.50	8.61	+1.29%	--	9.35	8.61	+21.27%	+20.96%	+26.01%	+95.20%	8.71%	4720150	0	13328	--	17.52	--	405000000	397834730	58778023亿	-5.20%	4.27	2	79.83	--	--	--	20101102	
	SZ000955	欣龙控股	--	+10.00%	6.82	+0.62	6.82	--	51480153	340138270	85900--	+0.00%	+7.23%	+3.43	9.57%	+100.00	3671853900	3669112100	99.93%	+0.00%	--	--	--	--	--	27030482	24449671	1.11	--	无	无	1.28	2.18		230263	5.66	0	其他纺织	纺织制造	6.20	6.36	+2.58%	--	6.82	6.24	+25.37%	+17.38%	+29.66%	+64.73%	9.35%	9131218	0	25236	--	20.46	--	538395000	537992980	-1228473亿	101.7%	1.20	6	0.00	--	--	--	19991209	
4	SZ000838	财信发展	--	+10.00%	3.08	+0.28	3.08	--	80123750	239227630	273800--	+0.00%	+10.00%	+3.37	7.60%	+100.00	3389423500	3245598800	95.76%	+0.00%	--	--	--	--	--	37062650	43061100	0.861	--	无	无	2.08	2.55		-18653694	8.26	-0.017	住宅开发	房地产	2.80	2.80	+0.00%	--	3.08	2.80	+6.57%	+13.24%	+21.26%	+11.19%	10.00%	17816150	0	24405	--	33.17	--	1100462170	1053765860	-31193748亿	-209.1%	0.37	7	-174.47	--	--	--	19970626	
4	SZ000572	海马汽车	--	+10.00%	7.26	+0.66	7.26	--	143098980	1024362290	194600--	+0.00%	+5.37%	+1.54	8.71%	+100.00	11940060500	11922757300	99.86%	+0.00%	--	--	--	--	--	64963932	78135048	0.831	--	无	无	0.46	0.94		-74437136	7.10	-0.045	乘用车	汽车整车	6.60	6.89	+4.39%	--	7.26	6.83	+26.92%	+8.68%	+34.44%	+73.68%	6.52%	19344514	0	59253	--	5.90	--	1644636400	1642253100	-152122500亿	-232.7%	1.02	4	11.76	--	--	--	19940808	
4	SH603516	淳中科技	--	+10.00%	189.97	+17.27	189.97	--	13963475	2611414700	3900--	+0.00%	+6.72%	+1.71	6.87%	+100.00	38614875000	38614875000	100.00%	+0.00%	--	--	--	--	--	6423078	7540397	0.852	--	无	无	0.77	1.30	7645	-29238455	27.74	-0.140	其他计算机设备	计算机设备	172.70	178.00	+3.07%	--	189.97	176.00	+17.32%	+26.22%	+23.36%	+245.21%	8.09%	484100	--	46801	+0.18	10.43	--	203268280	203268280	-24486345亿	-156.8%	6.85	5	-101.28	--	--	--	20180202	
	SH603188	亚邦股份	--	+10.00%	4.84	+0.44	4.84	--	51027100	240357870	16200--	+0.00%	+5.68%	+2.95	8.95%	+100.00	2759622800	2759622800	100.00%	+0.00%	--	--	--	--	--	28364650	22662450	1.25	--	无	无	2.18	4.17		20634270	3.60	0.036	纺织化学用品	化学制品	4.40	4.58	+4.09%	--	4.84	4.51	+12.56%	+15.79%	+18.92%	+39.48%	7.50%	6993700	--	25939	+0.01	35.78	--	570170000	570170000	21416846亿	243.1%	1.35	3	-24.15	--	--	--	20140909	
	SH603163	圣晖集成	--	+10.00%	50.49	+4.59	50.49	--	8232119	402472710	9500--	+0.00%	+10.05%	+3.48	8.23%	+100.00	5049000000	5049000000	100.00%	+0.00%	--	--	--	--	--	4500744	3731375	1.21	--	无	无	1.66	1.56	37.14	95646901	4.54	0.960	专业工程	建筑装饰	45.90	45.88	-0.04%	--	50.49	45.51	+11.21%	+16.58%	+5.39%	+96.69%	10.85%	454400	--	21522	+0.02	28.30	--	100000000	100000000	129183054亿	29.09%	11.13	5	-137.70	--	--	--	20221013	
4	SH601929	吉视传媒	--	+10.00%	4.07	+0.37	4.07	--	346988090	1385701900	616600--	+0.00%	+9.41%	+2.07	9.94%	+100.00	14203438000	14203438000	100.00%	+0.00%	--	--	--	--	--	158076620	188911470	0.837	--	无	有	3.56	1.17		-346493080	2.84	-0.099	电视广播	文化传媒	3.70	3.72	+0.54%	--	4.07	3.71	+11.51%	+14.65%	+14.65%	+117.65%	9.73%	40666835	--	105646	+0.07	39.99	--	3489788200	3489788200	-351019870亿	-11.92%	1.43	7	-208.94	--	--	--	20120223	
4	SH600637	东方明珠	--	+10.00%	10.67	+0.97	10.67	--	200966840	2110037000	154730--	+0.00%	+6.70%	+1.76	5.98%	+100.00	35871471000	35871471000	100.00%	+0.00%	--	--	--	--	--	123766274	77200566	1.60	--	无	无	0.70	2.87	72.97	541641490	1.20	0.161	电视广播	文化传媒	9.70	10.00	+3.09%	--	10.67	9.87	+16.48%	+17.90%	+8.88%	+41.70%	8.25%	13256146	--	87679	+0.17	11.14	--	3361899800	3361899800	716517010亿	-24.64%	8.88	2	113.86	--	--	--	19930316	
	SZ002134	天津普林	--	+10.00%	22.23	+2.02	22.23	--	17601599	379875200	7800--	+0.00%	+10.05%	+3.21	7.16%	+100.00	5465240300	5461850000	99.94%	+0.00%	--	--	--	--	--	8377401	9224198	0.908	--	无	无	2.28	3.18	302.9	15117268	10.76	0.060	印制电路板	元件	20.21	20.20	-0.05%	--	22.23	20.05	+7.13%	+19.84%	+5.86%	+15.78%	10.79%	5290974	0	17209	--	37.79	--	245849770	245697260	14662794亿	-51.14%	2.07	5	-407.96	--	--	--	20070516	
	SH605100	华丰股份	--	+9.99%	34.79	+3.16	34.79	--	10482456	347968110	217900--	+0.00%	+9.92%	+5.04	6.17%	+100.00	5939696700	5911934300	99.53%	+0.00%	--	--	--	--	--	5891867	4590589	1.28	--	无	无	0.74	1.80	175.3	12768162	3.33	0.070	金属制品	通用设备	31.63	31.65	+0.06%	--	34.79	31.02	+21.35%	+26.46%	+14.33%	+136.99%	11.92%	903447	--	23351	+0.03	21.52	--	170730000	169932000	12973623亿	-75.67%	10.44	1	-76.61	--	--	--	20200811	
4	SH603169	兰石重装	--	+9.99%	9.58	+0.87	9.58	--	49310250	470291790	785500--	+0.00%	+2.46%	+0.49	3.77%	+100.00	12514275400	12514275400	100.00%	+0.00%	--	--	--	--	--	33674100	15636150	2.15	--	无	无	2.05	0.93	175.2	11196390	3.78	0.009	能源及重型设备	专用设备	8.71	9.35	+7.35%	--	9.58	9.35	+15.42%	+20.35%	+21.42%	+75.78%	2.64%	19088350	--	22066	+0.06	50.30	--	1306291800	1306291800	7478876亿	-88.33%	2.53	6	-29.08	--	--	--	20141009	
4	SZ002885	京泉华	--	+9.99%	26.65	+2.42	26.65	--	39768876	1036364480	43400--	+0.00%	+4.76%	+2.44	17.22%	+100.00	7219937200	6153689000	85.23%	+0.00%	--	--	--	--	--	24189444	15579432	1.55	--	无	无	4.25	1.09	106.6	71866811	4.90	0.263	其他电子	其他电子	24.23	25.44	+4.99%	--	26.65	24.88	+8.51%	+11.18%	+39.09%	+87.31%	7.30%	1728805	0	44807	--	23.75	--	270916970	230907650	77889962亿	69.74%	5.44	7	-307.50	--	--	--	20170627	
4	SH600556	天下秀	--	+9.98%	6.83	+0.62	6.83	--	164925700	1097687350	310400--	+0.00%	+8.24%	+2.81	9.12%	+100.00	12346916400	12346916400	100.00%	+0.00%	--	--	--	--	--	77210456	87715244	0.880	--	无	有	2.17	0.95	568.2	35656293	3.21	0.020	广告营销	文化传媒	6.21	6.31	+1.61%	--	6.83	6.31	+23.06%	+16.75%	+20.67%	+31.57%	8.37%	17242300	--	71403	+0.06	30.66	--	1807747600	1807747600	34181517亿	-45.49%	2.13	1	-114.99	--	--	--	20010807	
	SH605365	立达信	--	+9.98%	19.83	+1.80	19.83	--	11064243	216162430	2000--	+0.00%	+7.95%	+1.62	2.20%	+100.00	9954915300	9954915300	100.00%	+0.00%	--	--	--	--	--	7113334	3950909	1.80	--	无	无	0.56	1.57	37.38	127297259	2.67	0.254	LED	光学光电子	18.03	18.37	+1.89%	--	19.83	18.37	+15.36%	+28.18%	+34.35%	+29.78%	8.10%	4424237	--	10028	+0.05	26.27	--	502012880	502012880	144502950亿	-54.35%	7.43	6	13.19	--	--	--	20210720	
4	SZ002140	东华科技	--	+9.98%	12.89	+1.17	12.89	--	40319369	505016920	123400--	+0.00%	+9.24%	+3.11	7.42%	+100.00	9126298800	7004960200	76.76%	+0.00%	--	--	--	--	--	26285547	14033822	1.87	--	无	无	2.02	3.21	19.94	365038080	1.97	0.516	专业工程	建筑装饰	11.72	11.80	+0.68%	--	12.89	11.78	+8.87%	+8.87%	+5.05%	+32.48%	9.47%	1360100	0	26364	--	29.20	--	708013870	543441440	433228910亿	14.97%	6.53	7	-45.03	--	--	--	20070712	
	SH603823	百合花	--	+9.98%	17.63	+1.60	17.63	--	43968464	764135040	9800--	+0.00%	+0.00%	+1.56	10.70%	+100.00	7340562600	7246485400	98.72%	+0.00%	--	--	--	--	--	29651190	14317274	2.07	--	无	无	1.57	4.74	43.78	135433200	3.02	0.320	涂料油墨	化学制品	16.03	17.63	+9.98%	--	17.63	16.41	+16.60%	+14.70%	+21.67%	+92.68%	7.61%	3957448	--	33421	+0.03	13.51	--	416367700	411031500	177630940亿	-5.84%	5.84	5	144.03	--	--	--	20161220	
4	SZ002796	世嘉科技	--	+9.98%	21.71	+1.97	21.71	--	27209883	575404030	41600--	+0.00%	+9.92%	+2.85	12.06%	+100.00	5480189000	4899436400	89.40%	+0.00%	--	--	--	--	--	11106975	16102908	0.690	--	无	无	1.63	1.47	420.8	-51014826	6.40	-0.210	通信网络设备及器件	通信设备	19.74	19.75	+0.05%	--	21.71	19.70	+18.89%	+21.08%	+19.81%	+93.49%	10.18%	3842460	0	37448	--	18.41	--	252426950	225676480	-52692379亿	-281.7%	3.39	3	-3.22	--	--	--	20160510	
4	SZ002266	浙富控股	--	+9.98%	4.52	+0.41	4.52	--	193468760	873070100	115400--	+0.00%	+0.00%	+0.18	3.95%	+100.00	23591107000	22133541000	93.82%	+0.00%	--	--	--	--	--	147963292	45505468	3.25	--	无	无	1.36	2.03	25.24	738792570	2.01	0.140	固废治理	环境治理	4.11	4.52	+9.98%	--	4.52	4.42	+3.67%	+7.36%	+13.85%	+47.23%	2.43%	26443420	0	43705	+0.65	31.71	--	5219271400	4896801000	864115720亿	-4.76%	2.25	9	-8.14	--	--	--	20080806	
	SH603030	全筑股份	--	+9.97%	3.75	+0.34	3.75	--	156331150	573345440	136700--	+0.00%	+7.76%	+2.42	11.87%	+100.00	4938500700	4938500700	100.00%	+0.00%	--	--	--	--	--	64240701	92090449	0.698	--	无	无	2.28	1.67		-89992700	5.58	-0.070	装饰园林	建筑装饰	3.41	3.48	+2.05%	--	3.75	3.48	+8.07%	+8.38%	+19.81%	+49.40%	7.92%	29335690	--	40786	+0.02	22.41	--	1316933520	1316933520	-79901401亿	-161.6%	0.67	8	-43.66	--	--	--	20150320	
	SH600408	安泰集团	--	+9.97%	3.42	+0.31	3.42	--	100225423	337639130	178600--	+0.00%	+8.92%	+1.65	9.95%	+100.00	3443256000	3443256000	100.00%	+0.00%	--	--	--	--	--	64505323	35720100	1.81	--	无	无	5.19	0.44		-155843810	2.54	-0.150	焦炭加工	煤炭开采加工	3.11	3.14	+0.96%	--	3.42	3.14	+16.33%	+4.59%	+55.45%	+66.83%	9.00%	18430077	--	24841	+0.02	51.13	--	1006800000	1006800000	-155232750亿	48.18%	1.35	4	-168.31	--	--	--	20030212	
4	SZ002255	海陆重工	--	+9.97%	9.82	+0.89	9.82	--	24190500	237550710	53900--	+0.00%	+0.00%	+0.00	3.79%	+100.00	8159252000	6264887400	76.78%	+0.00%	--	--	--	--	--	24190500	0	--	--	无	无	2.86	0.50	17.89	319687820	1.84	0.385	其他电源设备	其他电源设备	8.93	9.82	+9.97%	--	9.82	9.82	+8.87%	+13.53%	+19.76%	+78.38%	0.00%	23689900	0	9313	--	60.60	--	830881060	637972240	360150150亿	32.67%	5.33	10	146.57	--	--	--	20080625	
	SH600579	中化装备	--	+9.96%	9.38	+0.85	9.38	--	27966105	253470180	34900--	+0.00%	+9.07%	+3.71	5.67%	+100.00	4629975100	4629975100	100.00%	+0.00%	--	--	--	--	--	15230155	12735950	1.20	--	无	无	2.05	2.59		-26973589	2.82	-0.060	其他专用设备	专用设备	8.53	8.60	+0.82%	--	9.38	8.54	+4.80%	+9.84%	+11.67%	-23.11%	9.85%	4809395	--	21829	+0.02	56.23	--	493600760	493600760	-13402502亿	97.50%	3.32	11	-106.42	--	--	--	20020809	
4	SZ002370	亚太药业	--	+9.96%	8.72	+0.79	8.72	--	166888560	1441743800	116400--	+0.00%	+3.81%	+1.02	22.38%	+100.00	6502220900	6502220900	100.00%	+0.00%	--	--	--	--	--	94657230	72231330	1.31	--	无	无	2.28	1.50	48.20	97195012	5.80	0.131	化学制剂	化学制药	7.93	8.40	+5.93%	--	8.72	8.29	+21.79%	+18.64%	+49.06%	+185.90%	5.42%	6997996	0	80087	--	11.51	--	745667530	745667530	97121104亿	2909%	1.50	1	-181.65	--	--	--	20100316	
4	SZ002181	粤 传 媒	--	+9.96%	11.59	+1.05	11.59	--	7859729	91094259	29100--	+0.00%	+0.00%	+0.00	0.69%	+100.00	13456664000	13149088900	97.71%	+0.00%	--	--	--	--	--	7859729	0	--	--	无	无	0.22	0.08	73.01	116284009	3.16	0.100	出版	文化传媒	10.54	11.59	+9.96%	--	11.59	11.59	+27.36%	+33.99%	+42.21%	+109.13%	0.00%	13566171	0	5473	--	36.31	--	1161058170	1134520180	135512140亿	405.7%	3.67	5	26.58	--	--	--	20071116	
4	SZ002431	棕榈股份	--	+9.96%	2.76	+0.25	2.76	--	100075945	274596960	290800--	+0.00%	+3.76%	+0.64	5.52%	+100.00	5003372900	5003372900	100.00%	+0.00%	--	--	--	--	--	59151895	40924050	1.45	--	无	无	1.77	1.83		-514643840	4.39	-0.290	装饰园林	建筑装饰	2.51	2.66	+5.98%	--	2.76	2.66	+12.65%	+15.48%	+15.00%	+32.06%	3.98%	24667851	0	15172	--	25.99	--	1812816300	1812816300	-521006620亿	12.27%	0.63	6	203.76	--	--	--	20100610	
4	SZ000735	罗 牛 山	--	+9.96%	8.06	+0.73	8.06	--	82786652	646373480	276900--	+0.00%	+9.51%	+3.44	7.19%	+100.00	9281199400	9276234000	99.95%	+0.00%	--	--	--	--	--	37100484	45686168	0.812	--	无	无	1.72	1.72		2799265	2.20	0.002	生猪养殖	养殖业	7.33	7.36	+0.41%	--	8.06	7.34	+19.76%	+19.41%	+28.34%	+21.39%	9.82%	13705510	0	44351	--	30.06	--	1151513580	1150897520	9181458亿	-99.14%	3.67	0	-82.72	--	--	--	19970611	
4	SH600681	百川能源	--	+9.95%	4.64	+0.42	4.64	--	72540395	333059120	121700--	+0.00%	+4.27%	+1.15	5.41%	+100.00	6221566300	6216712700	99.92%	+0.00%	--	--	--	--	--	46032495	26507900	1.74	--	无	无	2.18	0.84	18.52	189130270	1.77	0.141	燃气	燃气	4.22	4.45	+5.45%	--	4.64	4.40	+5.45%	+1.53%	+18.97%	+42.11%	5.69%	10037600	--	19233	+0.03	40.37	--	1340854810	1339808770	281611740亿	9.82%	2.62	4	-160.46	--	--	--	19931018	
4	SH600308	华泰股份	--	+9.95%	4.09	+0.37	4.09	--	67127790	263986770	794848--	+0.00%	+9.07%	+4.23	4.43%	+100.00	6203999000	6203999000	100.00%	+0.00%	--	--	--	--	--	31563484	35564306	0.888	--	无	无	1.04	4.33		72586554	0.676	0.050	造纸	造纸	3.72	3.75	+0.81%	--	4.09	3.74	+9.65%	+9.95%	+15.86%	+12.61%	9.41%	8895374	--	13724	+0.03	21.31	--	1516870200	1516870200	146350960亿	-56.68%	6.06	9	-83.84	--	--	--	20000928	
	SZ000892	欢瑞世纪	--	+9.94%	7.85	+0.71	7.85	--	61303143	472888410	151300--	+0.00%	+4.67%	+1.91	8.62%	+100.00	7700696700	5580066200	72.46%	+0.00%	--	--	--	--	--	33606200	27696943	1.21	--	无	无	-0.45	0.79		-35031711	9.12	-0.036	影视院线	影视院线	7.14	7.50	+5.04%	--	7.85	7.34	+24.80%	+34.42%	+23.62%	+140.80%	7.14%	12359600	0	28003	--	-5.69	--	980980470	710836450	-38796691亿	35.06%	0.86	2	120.11	--	--	--	19990115	
	SH603778	国晟科技	--	+9.93%	4.98	+0.45	4.98	--	93956900	446914830	107800--	+0.00%	+7.79%	+4.93	14.62%	+100.00	3270077800	3201428600	97.90%	+0.00%	--	--	--	--	--	42915770	51041130	0.841	--	无	无	2.74	1.00		-151047370	4.50	-0.230	光伏电池组件	光伏设备	4.53	4.62	+1.99%	--	4.98	4.51	+11.91%	+15.28%	+44.77%	+64.36%	10.38%	8147500	--	40793	+0.02	29.55	--	656642120	642857140	-238933880亿	0.871%	1.11	6	-114.65	--	--	--	20151231	
4	SZ002099	海翔药业	--	+9.93%	6.31	+0.57	6.31	--	51435890	315047800	23200--	+0.00%	+8.42%	+3.22	3.18%	+100.00	10214093200	10195053500	99.81%	+0.00%	--	--	--	--	--	23328300	28107590	0.830	--	无	无	0.59	4.81		7290272	1.99	0	原料药	化学制药	5.74	5.82	+1.39%	--	6.31	5.73	+10.90%	+9.93%	+11.48%	+22.29%	10.10%	6876800	0	25627	--	21.71	--	1618715300	1615697900	18583996亿	-39.15%	3.16	6	-17.39	--	--	--	20061226	
	SZ300205	*ST天喻	--	+9.92%	5.21	+0.47	5.20	5.21	10980420	55415606	189600--	+0.00%	+8.54%	+3.44	2.55%	-42.48	2240591800	2240591800	100.00%	+0.00%	--	--	--	--	--	4865913	6114507	0.796	--	无	无	0.05	1.77		-124419190	2.28	-0.289	通信终端及配件	通信设备	4.74	4.80	+1.27%	--	5.30	4.68	+11.80%	+20.88%	+3.99%	+19.50%	13.08%	38400	64500	2838	--	3.43	--	430056000	430056000	-126431026亿	-10.10%	2.29	1	-80.97	--	--	--	20110421	
	SH605155	西大门	--	+9.74%	18.70	+1.66	18.69	18.70	27862817	514063970	143700--	-0.21%	+6.37%	+1.47	14.67%	-85.87	3577274500	3551775200	99.29%	-0.21%	--	--	--	--	--	15616260	12246557	1.28	--	无	无	-0.67	3.40	29.02	87930947	2.70	0.460	其他家居用品	家居用品	17.04	17.58	+3.17%	--	18.74	17.58	+18.50%	+25.08%	+8.09%	+90.62%	6.81%	1700	35300	40950	+0.02	-7.00	--	191298100	189934500	101558545亿	1.16%	6.93	2	164.79	--	--	--	20201231	
4	SH603312	西典新能	--	+9.43%	52.11	+4.49	52.11	52.12	6268600	316390610	189100--	+1.01%	+9.02%	+3.44	12.31%	+49.43	8337573900	2653415100	31.82%	+1.01%	--	--	--	--	--	2796800	3471800	0.806	--	无	无	-0.24	2.22	28.67	210862950	4.90	1.30	输变电设备	电网设备	47.62	47.80	+0.38%	--	52.11	47.75	+5.64%	+11.49%	+4.24%	+67.50%	9.16%	42500	100	20346	+0.04	-4.56	--	159999500	50919500	247100610亿	42.58%	10.64	10	-12.10	--	--	--	20240111	
4	SH600515	海南机场	--	+9.33%	5.39	+0.46	5.39	5.40	412319490	2135678300	2409570--	-0.19%	+8.67%	+4.27	4.49%	-84.95	61582419000	49458707000	80.31%	-0.19%	--	--	--	--	--	156049080	256270410	0.609	--	无	无	0.55	1.65	198.7	64350995	2.62	0.006	机场	机场航运	4.93	4.96	+0.61%	--	5.42	4.93	+22.50%	+15.91%	+34.08%	+42.78%	9.94%	415981	1590103	154869	+0.27	15.67	--	11425309600	9176012500	152189670亿	-69.77%	2.06	1	-35.98	--	--	--	20020806	
	SZ300043	星辉娱乐	--	+9.29%	6.82	+0.58	6.81	6.82	195505620	1307905350	600--	+0.00%	+7.23%	+2.09	15.72%	-19.40	8485433100	8480939400	99.95%	+0.00%	--	--	--	--	--	89720050	105785570	0.848	--	无	无	1.19	2.53	206.1	268201510	4.94	0.220	游戏	游戏	6.24	6.36	+1.92%	--	6.91	6.36	+12.54%	+9.47%	+4.76%	+87.88%	8.81%	177700	49800	121098	--	12.86	--	1244198400	1243539500	293010750亿	216.3%	1.38	4	-328.46	--	--	--	20100120	
4	SZ300878	维康药业	--	+9.19%	27.20	+2.29	27.20	27.21	11779995	325649260	128441--	+0.00%	+7.04%	-1.78	8.17%	+20.06	3938296800	3920171700	99.54%	+0.00%	--	--	--	--	--	5502932	6277063	0.877	--	无	无	-0.56	2.87		-123854580	3.88	-0.855	中药	中药	24.91	25.41	+2.01%	--	29.10	25.40	+13.81%	+18.88%	+14.96%	+82.18%	14.85%	2659	4600	24371	--	-12.94	--	144790320	144123960	-112016808亿	-380.9%	7.00	1	221.35	--	--	--	20200824	
32	SH688696	极米科技	--	+9.04%	111.89	+9.28	111.87	111.89	3258748	352321160	30840--	-0.03%	+9.04%	+3.68	4.66%	+19.88	7832300000	7832300000	100.00%	-0.03%	--	--	--	--	--	1345079	1913669	0.703	--	无	无	0.38	3.18	32.62	79650078	2.71	1.18	其他黑色家电	黑色家电	102.61	102.61	+0.00%	--	112.53	101.88	+4.67%	+5.41%	-6.76%	+14.15%	10.38%	35	657	11881	+0.03	17.20	--	70000000	70000000	66288790亿	297.5%	41.26	10	-192.00	--	--	--	20210303	
4	SH603185	弘元绿能	--	+8.89%	32.10	+2.62	32.10	32.13	109882025	3481180600	442131--	-0.71%	+4.46%	+1.42	16.18%	+83.29	21796613000	21796613000	100.00%	-0.71%	--	--	--	--	--	52200728	57681297	0.905	--	无	无	-1.59	3.42		235333700	1.80	0.347	硅料硅片	光伏设备	29.48	30.73	+4.24%	--	32.43	30.33	+39.87%	+47.79%	+50.70%	+97.54%	7.12%	35869	1000	139194	+0.09	-10.14	--	679022200	679022200	261582400亿	114.4%	17.82	0	562.69	--	--	--	20181228	
	SZ300107	建新股份	--	+8.82%	7.65	+0.62	7.64	7.65	37149658	281021400	410100--	+0.00%	+5.52%	+1.22	10.70%	-54.90	4305284400	2656750300	61.71%	+0.00%	--	--	--	--	--	15362340	21787318	0.705	--	无	无	1.25	7.15	369.6	5976105	2.86	0.011	纺织化学用品	化学制品	7.03	7.25	+3.13%	--	8.02	7.14	+7.59%	+9.91%	+5.52%	-18.82%	12.52%	73100	130900	24996	--	22.11	--	562782270	347287620	3152955亿	-56.36%	2.67	8	-380.88	--	--	--	20100820	
